ID,Pred
A2,0.006456671987071556
A5,0.005856440233582376
A10,0.03420985540798517
A13,0.06811984890373032
A15,0.018034959549135518
A16,0.8855211753759284
A19,0.05131825601245425
A30,0.0025868355075067224
A31,0.009665016611573549
A32,0.003125392753487691
A34,0.3921843121913516
A35,0.0036040103249983355
A37,0.0012415800954142556
A39,0.012790976566123775
A40,0.4900877649902432
A43,0.3496171685476793
A45,0.01305485912146487
A46,0.004534840050314208
A50,0.12182377322242563
A66,0.006256640157838835
A67,0.17503837710170775
A73,0.0008638112165942089
A88,0.028306948500019975
A96,0.007191948712626935
A97,0.002278897853091427
A99,0.04764425874238432
A105,0.00214461048106678
A114,0.03478425508517995
A118,0.003489067238502923
A125,0.005488908553492723
A126,0.6992325281179397
A131,0.0009419094376117237
A135,0.006715201410986071
A136,0.002243067160211248
A138,0.004511868968016915
A139,0.013683616378508429
A141,0.0017828568359812462
A143,0.027684775967834783
A144,0.003749207140619993
A145,0.020368623004488242
A149,0.004733135027933566
A153,0.0118626551441256
A155,0.005532752029132004
A158,0.003636099447325362
A159,0.002385757857169211
A160,0.004991866875650074
A163,0.8855788096744122
A171,0.011558856916062704
A174,0.01126712054052283
A189,0.024030776590500364
A190,0.003567453996496901
A193,0.006505149381688454
A196,0.00598369120294306
A203,0.027579878874237778
A204,0.2148845486853389
A207,0.003333786583615137
A211,0.016218341154394543
A215,0.0386330133448126
A218,0.01360723332295493
A219,0.004342910714393978
A221,0.24997752967065462
A224,0.009061374346481039
A225,0.0050829309516721806
A234,0.016467495378228152
A242,0.00504941069532644
A243,0.002328244048456208
A245,0.00707348983597662
A246,0.0022155761769550473
A248,0.6784460044225264
A254,0.017286550625266343
A258,0.8634981656807286
A262,0.03518343302593321
A266,0.00471030507237979
A270,0.03452212270300278
A272,0.007507250589524041
A283,0.0055095067187325795
A284,0.07032728042747129
A286,0.03802017087587719
A287,0.0010883538700241534
A288,0.011201391704648126
A292,0.011357779538696006
A296,0.0057023373368457345
A297,0.008557701486798235
A299,0.0028034651939057285
A303,0.02585417000934591
A305,0.00200882554840992
A309,0.001628711633638345
A312,0.004539048085119436
A315,0.012268214131267562
A334,0.0016816335238188606
A343,0.008084094098151936
A346,0.9967247027465875
A347,0.0020481886398222536
A348,0.0013943324025809682
A349,0.0021809035084580843
A350,0.18095526863292893
A353,0.007888732180700632
A372,0.885784472961743
A377,0.026546801838127545
A379,0.002850032328829715
A380,0.03560516696575532
A381,0.002272332330203627
A382,0.0014411258839318979
A384,0.08686784537784924
A385,0.0024127724031001068
A389,0.0028292404297358712
A395,0.001306798549700327
A397,0.002907872438457109
A399,0.02616473222418055
A403,0.5189233734091518
A406,0.013207025020089977
A411,0.02607721770295039
A416,0.9914079833354913
A421,0.007765534273746932
A429,0.03260111050351069
A430,0.00728833905234946
A436,0.0029582523654757844
A441,0.00346627631786953
A444,0.012415384640978872
A445,0.004554793115125037
A447,0.012598324916087181
A452,0.005436058330011082
A453,0.003841124113628462
A454,0.0134030582592711
A462,0.0021761376496926437
A464,0.0038466986088561044
A465,0.0035843995071408964
A466,0.04250469459147136
A468,0.016052315392455718
A471,0.002281767398071663
A473,0.9505563493269737
A480,0.0046778667356240575
A481,0.0025834767170155094
A482,0.0061169230991344175
A484,0.012281530044708727
A488,0.0033861386489283662
A490,0.07503851093529093
A492,0.013513748850435785
A496,0.0019358196172204864
A497,0.03311044871902623
A500,0.02085162118024748
A501,0.0116502554885864
A503,0.016534918404820458
A508,0.0024023601248956985
A510,0.027622613186003002
A518,0.021153726602073753
A520,0.0024768860390566487
A521,0.28136745024810483
A522,0.0016985273550533943
A527,0.0016106324396459018
A528,0.9798523031660713
A529,0.003406080795869548
A531,0.006028639828856368
A532,0.00602795615972953
A533,0.02790681664142728
A534,0.004472776034976261
A535,0.0913246969348865
A536,0.0049593239203460735
A539,0.12104917006541908
A540,0.010571930915836822
A542,0.6834294208639653
A544,0.00601362946993538
A547,0.007768446903861073
A549,0.016513126556305876
A550,0.014816139815977108
A553,0.021719670101512108
A556,0.0017503083579819096
A557,0.004815512951406456
A558,0.056875995835296025
A559,0.0310154571415945
A560,0.014758597722029093
A563,0.0036091448568028885
