ID,Pred
A2,0.009858474014805038
A5,0.01143588673329915
A10,0.042630486041680245
A13,0.062450052427167356
A15,0.025286299305362674
A16,0.8643313133075604
A19,0.06866428203675212
A30,0.006029103566530521
A31,0.014866793272412112
A32,0.0050759319794496886
A34,0.08256902349521904
A35,0.006824898083946163
A37,0.0027819273915230744
A39,0.014613034024752034
A40,0.414971501971082
A43,0.40476780338913193
A45,0.02019248300778219
A46,0.0074066531037975634
A50,0.13083016101350348
A66,0.01155950861987952
A67,0.2709807782158649
A73,0.002169325021265571
A88,0.03374504308616973
A96,0.012272900110236648
A97,0.005013749499072791
A99,0.08159503257890577
A105,0.005014134095754049
A114,0.028932662530716573
A118,0.0057625161857224405
A125,0.00679386236254908
A126,0.5812519120895705
A131,0.0017684708948187927
A135,0.008441718471672173
A136,0.006728839956810867
A138,0.0062719334898901444
A139,0.017802146570139944
A141,0.002786294390408593
A143,0.04372213638619731
A144,0.007402239038124701
A145,0.021420406313742618
A149,0.0072891747026389885
A153,0.011713320209735992
A155,0.007727686500792196
A158,0.005559452816719818
A159,0.0062943898375782984
A160,0.007335361404795394
A163,0.811045263820845
A171,0.01924380519765894
A174,0.01520857605286352
A189,0.019178544799692828
A190,0.00477381942353561
A193,0.007386217132361085
A196,0.011952746837589873
A203,0.030557923336849497
A204,0.1642492163892141
A207,0.006508482462368678
A211,0.019342683182715193
A215,0.03565406689532728
A218,0.019518846356921898
A219,0.007829696986963973
A221,0.3956107306941183
A224,0.015299816948802449
A225,0.008463072784166715
A234,0.016947551611195256
A242,0.007644483734871825
A243,0.005473714696888325
A245,0.013113084719209196
A246,0.005934419485479041
A248,0.6317883204101021
A254,0.034145239621076635
A258,0.7182576270043273
A262,0.033439217989587613
A266,0.005842511701450413
A270,0.0601304653594063
A272,0.011606784440196449
A283,0.009168283921619766
A284,0.05809869195907642
A286,0.07384214274407755
A287,0.0024787113386566906
A288,0.016350718237689455
A292,0.01562592736341112
A296,0.011534718757693161
A297,0.01184304348967748
A299,0.0065578700859209174
A303,0.02646348602504914
A305,0.003018559828862722
A309,0.0032762496497587895
A312,0.010951240671892445
A315,0.013487781569299185
A334,0.0038284588923264743
A343,0.0087389463386605
A346,0.9892183637238628
A347,0.0035631759048432676
A348,0.002647600796780738
A349,0.003710070302634061
A350,0.1954624620712829
A353,0.012724368146818715
A372,0.6971876417260898
A377,0.045703681295715184
A379,0.004633246948593508
A380,0.021749597814787622
A381,0.005168478467716075
A382,0.003275992960382124
A384,0.06491306031831393
A385,0.004217587960939424
A389,0.00459319076346143
A395,0.003485478987132788
A397,0.004720074306299386
A399,0.025812616203065193
A403,0.29686863255758045
A406,0.02092256143384097
A411,0.03239821391195951
A416,0.9817102621966792
A421,0.01362023949738508
A429,0.02514485734140593
A430,0.020861151785139004
A436,0.006861719952531478
A441,0.005786081348324041
A444,0.02341897681737237
A445,0.006533287239223096
A447,0.01687724480957003
A452,0.008607946756225473
A453,0.00817623685089193
A454,0.013102839641562619
A462,0.004525321112215812
A464,0.006818135663550783
A465,0.006655683192587482
A466,0.05317137294023292
A468,0.014279737039074012
A471,0.006619398885167982
A473,0.9330812098141041
A480,0.0096645087102636
A481,0.005041674626387724
A482,0.008053713337357025
A484,0.016718691481880273
A488,0.006469426063109689
A490,0.08773391742108493
A492,0.013424951931944719
A496,0.003198965737760182
A497,0.06796054904096123
A500,0.027919255198698135
A501,0.01765539568576453
A503,0.023817442757865362
A508,0.0032204069048179197
A510,0.04674482480043436
A518,0.018640342849507677
A520,0.007154368994082769
A521,0.5748502926545842
A522,0.003586028239357411
A527,0.0032251818266874374
A528,0.9575603318666728
A529,0.005921908513248066
A531,0.007195874938170467
A532,0.008174712216896682
A533,0.021002627655284628
A534,0.005668763502911778
A535,0.07937945250938751
A536,0.008814392097056324
A539,0.10155164743168037
A540,0.014016467010349282
A542,0.7023990894598845
A544,0.011123223117271798
A547,0.012479084612172724
A549,0.021044320740514825
A550,0.03534653550687519
A553,0.02637432727152642
A556,0.0030789552866877096
A557,0.006516456909408295
A558,0.06850633382784724
A559,0.028959497520236056
A560,0.022288626311342118
A563,0.009337927134170153
A566,0.009296760837845964
A568,0.0033644368951080395
A573,0.010816226532533188
A576,0.026784769038950704
A579,0.004647094048718314
A583,0.023426311873432953
A585,0.022422526056976363
A594,0.006696544421910108
A599,0.011679941571347259
A600,0.02142431329907639
A602,0.006292460125123669
A609,0.01597921968049353
A614,0.008489082526588036
A620,0.0027876762164540485
A621,0.04848467355982971
A622,0.016535054859273552
A625,0.019072623452965187
A629,0.013443619752779587
A630,0.011585174173520318
A635,0.014328939668590217
A636,0.010205277759890781
A637,0.01576975649924062
A640,0.022870514726587878
A642,0.043558604053092
A643,0.0056679179050571505
A647,0.08563837828929727
A650,0.00640777305207489
A652,0.0025445375601360278
A659,0.0016153929396421636
A661,0.01795074856868898
A662,0.007362868682917705
A667,0.014875013444985995
A668,0.1616506953573339
A669,0.006767616548237136
A676,0.07388381532934848
A679,0.1415448948187904
A684,0.0654749274894921
A685,0.04340094839112414
A690,0.0032259978782518323
A691,0.051690442741225764
A705,0.007014890203228628
A717,0.015183421069129347
A719,0.1684684288325032
A726,0.006780985194547671
A727,0.01721862967696331
A728,0.005875760858949531
A729,0.004532308829815979
A730,0.018063402196519137
A732,0.022976609713833
A734,0.0035093996438525796
A736,0.005084177530871969
A738,0.003582126383081056
A752,0.08120679162960269
A764,0.04649841070103618
A769,0.012658001561767789
A772,0.02144031284253222
A774,0.03852012628942677
A777,0.02364108926613001
A781,0.11922618623029743
A793,0.0290459646905643
A795,0.0067528315792711405
A800,0.62392879801117
A807,0.00264535684425698
A812,0.011212527176020616
A813,0.00890799989019454
A818,0.014856853967312419
A819,0.016498478552110715
A826,0.05970711618013765
A829,0.016280462203925653
A830,0.014777821859173626
A832,0.006738939107649251
A841,0.0288554678254085
A842,0.0024543711036238763
A843,0.0048237483259717375
A844,0.3306416479643761
A850,0.008612526843278803
A853,0.031186325586322523
A855,0.008292604008984522
A862,0.013059629742363974
A863,0.0036161125464702244
A864,0.6641262406000386
A865,0.006475606799449594
A867,0.005172218030575269
A868,0.011215432975248778
A872,0.035794110353972064
A873,0.04907047501475379
A874,0.11996775455037129
A876,0.0032124922428440894
A879,0.40528550154660353
A881,0.01784382450020777
A883,0.03816570885802724
A884,0.004432625467357452
