ID,Pred
A2,0.008490525879170482
A5,0.0086297033655489
A10,0.02446958118202447
A13,0.08800408402357751
A15,0.019984872595066584
A16,0.9053221140910195
A19,0.06567767766310705
A30,0.003685265964749567
A31,0.010797312886665257
A32,0.0035469306401056046
A34,0.10635943206322124
A35,0.005835502269749214
A37,0.0014840695346388304
A39,0.013725865899007763
A40,0.3925594147651357
A43,0.35703029411844084
A45,0.01888272468917133
A46,0.005080704206550478
A50,0.10723043590029281
A66,0.008059312808436369
A67,0.27173095193094476
A73,0.001100346532580547
A88,0.02593557777034279
A96,0.01506692978165427
A97,0.0030969087569165926
A99,0.08102216601790609
A105,0.003066663161329212
A114,0.021849947996957966
A118,0.0035993420994503587
A125,0.004855582176397034
A126,0.6884011035961619
A131,0.0007809278296635699
A135,0.00592454504054636
A136,0.004279015178360719
A138,0.004239747406314777
A139,0.02091586448033955
A141,0.0013187091047797167
A143,0.03871856176810882
A144,0.005047476724733333
A145,0.019467081956524305
A149,0.005585462245475681
A153,0.010356588851795372
A155,0.006262082425832457
A158,0.004780107397950957
A159,0.00474714879416495
A160,0.005516330176998194
A163,0.8678344297835423
A171,0.020797932474163745
A174,0.011760176959571477
A189,0.015915362421427805
A190,0.0028690698056813247
A193,0.006933240092561354
A196,0.0089819972192406
A203,0.024338016378583217
A204,0.18183375832513124
A207,0.0050127139272243375
A211,0.02140315605127973
A215,0.03330046782341368
A218,0.023271377502767518
A219,0.0069344085166290195
A221,0.4130819497771659
A224,0.013377066149075415
A225,0.006952300549041272
A234,0.015022888508087183
A242,0.006936302413853956
A243,0.0033502704848460017
A245,0.01121959602939462
A246,0.004401779709564888
A248,0.6490550706332227
A254,0.03113218095026778
A258,0.7405867630778968
A262,0.026297350756828614
A266,0.003922961753763709
A270,0.0510986889720578
A272,0.008467483318202821
A283,0.006000136456404087
A284,0.0513919756700543
A286,0.08141748552100751
A287,0.0013149966096455466
A288,0.016288435586781752
A292,0.012277026704825566
A296,0.007975602652416761
A297,0.007837659224893876
A299,0.004071237587649285
A303,0.025809753227003074
A305,0.0016303184241276251
A309,0.002218926490192976
A312,0.00777331756594654
A315,0.011763052643701847
A334,0.0020515645853638074
A343,0.005080973652420488
A346,0.9914211568245423
A347,0.002447357606421424
A348,0.0012223964173639758
A349,0.002758941414143365
A350,0.1776474625093629
A353,0.009853218691559494
A372,0.7265546439175936
A377,0.03288474123173951
A379,0.002750102486273658
A380,0.021529046135601155
A381,0.0031877301218226845
A382,0.0017248113421831934
A384,0.047974705056932826
A385,0.0037984037194612663
A389,0.0027364600369347205
A395,0.002205060175745064
A397,0.0034558066724729845
A399,0.018479082314969395
A403,0.5030205992192242
A406,0.01784360929692211
A411,0.030179793528694675
A416,0.9854636961707264
A421,0.011090566033014879
A429,0.022673470125153108
A430,0.013116305563729821
A436,0.0039486890017688915
