ID,Pred
A2,0.01631262797546295
A5,0.010687910199550328
A10,0.057370494279106225
A13,0.08545609504600861
A15,0.033610346792844505
A16,0.9155789085764926
A19,0.0731582484929602
A30,0.009133183526667527
A31,0.021489396624016024
A32,0.005687736536981225
A34,0.10500590328810108
A35,0.006941733759537087
A37,0.001582911869262454
A39,0.023575837770939696
A40,0.5261928304001361
A43,0.49207743293850714
A45,0.033193085188584076
A46,0.007823716443513555
A50,0.22599949401138558
A66,0.014383063576759716
A67,0.3147282720622587
A73,0.0015087595409007887
A88,0.0415468610594843
A96,0.023762140968491604
A97,0.004594838646833648
A99,0.09727642380793493
A105,0.00512378844264176
A114,0.04060743005693006
A118,0.004797314237100806
A125,0.006614260083640584
A126,0.7628449583919558
A131,0.0012423486658363226
A135,0.008385561870266253
A136,0.004892121678234202
A138,0.005977077642674868
A139,0.023089503015057692
A141,0.001471907875224402
A143,0.0719140149734519
A144,0.008620125429928401
A145,0.03882364285104016
A149,0.010220647283433384
A153,0.01724191617331241
A155,0.0065902562650453095
A158,0.006945682178278992
A159,0.005655375363478963
A160,0.009942767139486906
A163,0.8751443076104486
A171,0.02386975336737169
A174,0.01707355237234857
A189,0.030383173985755376
A190,0.003940673813845207
A193,0.009973885196687005
A196,0.016799440204535797
A203,0.045891250002746964
A204,0.29042983736209355
A207,0.006487428718975806
A211,0.03817468957252048
A215,0.06837251795623989
A218,0.040687637292527355
A219,0.005658504688530288
A221,0.5116845675531426
A224,0.017262844790961625
A225,0.009952350227340498
A234,0.024684005327532132
A242,0.008941885256520605
A243,0.006298691774191264
A245,0.012858251134897468
A246,0.009515796363797225
A248,0.7078450591185086
A254,0.06069007405964504
A258,0.8013305194309456
A262,0.05543913817811111
A266,0.006116648765830836
A270,0.09038004870715954
A272,0.019984560657303942
A283,0.009582489459312359
A284,0.07305616627229664
A286,0.1047964049050255
A287,0.002221416963199464
A288,0.026098891959323075
A292,0.021058578826455683
A296,0.011644904419529797
A297,0.0091416355351576
A299,0.00906767736865839
A303,0.045751241463374025
A305,0.002396237348688046
A309,0.003623982024447333
A312,0.015541636202537429
A315,0.024776369462936744
A334,0.0018889037543055927
A343,0.007178597822962587
A346,0.9966754707994232
A347,0.0033391565232966164
A348,0.0022743618630892562
A349,0.004333151909843604
A350,0.26799095236378623
A353,0.02245215709025512
A372,0.8612064464134436
A377,0.06578154374920651
A379,0.002664250602905044
A380,0.03514841411703608
A381,0.0059541550891301165
A382,0.0028708871833785046
A384,0.06661840456798052
A385,0.01256347149348495
A389,0.003984587564325944
A395,0.0035231501695688707
A397,0.004677982835941891
A399,0.03525051049216317
A403,0.6179420254352641
A406,0.025697519548808435
A411,0.05557116151363976
A416,0.988768973466614
A421,0.019222015858841757
A429,0.0361649339422657
A430,0.016082623859994476
A436,0.004963119742550733
A441,0.007923836049175813
A444,0.029166851392217155
A445,0.00518240625523849
A447,0.02682284931483925
A452,0.006654680213481074
A453,0.01294417515732075
A454,0.020260326777996888
A462,0.004185252282682923
A464,0.008606246010421443
A465,0.007543280958994457
A466,0.10223068811968129
A468,0.017193051607559073
A471,0.007915385198843355
A473,0.948377376211389
A480,0.014218444696598217
A481,0.007701334553696665
A482,0.010802453208870352
A484,0.029308479798728363
A488,0.006521185794645856
A490,0.16656323720272917
A492,0.018222334232538974
A496,0.0018948803369713428
A497,0.11309280455246852
A500,0.047364283121421526
A501,0.02455672694921987
A503,0.04147217312759623
A508,0.0023946481362119684
A510,0.05077746559995722
A518,0.027933866619771097
A520,0.007902476160957482
A521,0.6443295281669316
